class,sl3,sl6,sl12,sl20,sl30,sl60,sl90
0,-0.01110572706653791,-0.0056601895933539,-0.0029518730819347396,-0.0019113976603228008,-0.0014474118858454883,-0.0010032525500646243,-0.0007516786074536247
0,-0.011089337303856117,-0.005642765563434662,-0.0029441678681357327,-0.001899024994272087,-0.0014325825114613795,-0.001005940233305871,-0.0007658992323232324
0,-0.011679524921484802,-0.004168172763842771,-0.002201543390991411,-0.0014441736245779985,-0.0011282143624761945,-0.0008646351800522851,-0.0006778836775204764
0,-0.014628516468054124,-0.005749157986047813,-0.00298675184763063,-0.0019032907868083006,-0.0014283476549289509,-0.001018305506950756,-0.0007703992041409091
0,-0.014254129359055517,-0.005650386040167504,-0.002938397208736269,-0.0018685336192345587,-0.0013996158105667907,-0.0010079285446040755,-0.0007497791523533169
0,-0.00937665709338336,-0.005047881948063799,-0.0017475676045114847,-0.0011527576274365176,-0.0009180850732547129,-0.0007696698515482014,-0.0005897832047996712
0,-0.013745386390618612,-0.0072170655976609216,-0.002879135719453731,-0.0018293222432226766,-0.001358851295081005,-0.0009846718886311649,-0.0007302681462542607
0,-0.005717733153876181,-0.0031765466719558214,-0.0008818812794779583,-0.0006330215157161979,-0.0005580881183656539,-0.0005884423363228134,-0.0004680256757117729
0,-0.0047956713404103506,-0.0026892437320557698,-0.0006763412707195836,-0.0005055727160245794,-0.000467053671092093,-0.0005413696409766605,-0.00043740722086703013
0,-0.004601779265485099,-0.002564669227903414,-0.0006550251993006374,-0.00048702466871295693,-0.00044776126826121963,-0.0005319992882554434,-0.0004339416224546352
0,-0.005463421356648555,-0.0029638187188873156,-0.0008845103372309999,-0.000622216704719732,-0.000529160908900664,-0.0005724681132998992,-0.0004615136997417839
0,-0.006811284679383317,-0.003612916512241385,-0.0021317337725237626,-0.0008330928627743835,-0.0006618513898225911,-0.0006370177010000438,-0.0005066811495757609
0,-0.006690884566229933,-0.0035390878117568833,-0.002075936390011715,-0.0008242218883512297,-0.0006470152691135761,-0.0006305485376412466,-0.0005060814261369598
0,-0.005629917492445884,-0.0030094737200869743,-0.0017790635644676946,-0.0006729298574550352,-0.000539266858636675,-0.0005766333478704786,-0.0004737061256847807
0,-0.00493456843917719,-0.0026771657729328623,-0.0015879540049171586,-0.0005777041810068235,-0.0004737068136342048,-0.0005422658479823167,-0.0004562625461479022
0,-0.00638480281657119,-0.003413069800416811,-0.0019341596184238837,-0.000805338383842614,-0.0006255056871881046,-0.0006129196765124949,-0.0005053758415159245
0,-0.00562850526550093,-0.0030404450027883435,-0.001733044092306831,-0.0007024501122150982,-0.0005540245926876944,-0.0005732407395632611,-0.0004830447987535694
0,-0.005253220858515983,-0.0028507833204660404,-0.0016339437274111867,-0.000660265702501678,-0.0005214199042226958,-0.000552824342847189,-0.0004713800594755495
