class,sl3,sl6,sl12,sl20,sl30,sl60,sl90
0,-0.008405052455060036,-0.0048649422706302,-0.002738670358175342,-0.0015895764689325507,-0.0014210000239681388,-0.0005216523274851735,-0.00035373600014747405
0,-0.005841908942759086,-0.004981793409104359,-0.0029076907358752857,-0.0015080000950874325,-0.0013295463661723921,-0.0003897265048510296,-0.00037187258318156574
0,-0.006646273406431424,-0.005048385492726465,-0.0030286215743538856,-0.00165622799828957,-0.0014605130441812358,-0.0006331544680875547,-0.0004092594723189277
0,0.0006204346264835469,-0.0039001310926590396,-0.002752313991167677,-0.0016179597896380585,-0.001395164569723214,-0.00043682707987603703,-0.00021743771272454056
0,-0.00028619033445531275,-0.003061541791795921,-0.00258646173039337,-0.0017593955360951416,-0.0013701990772159943,-0.0003703019113229262,-0.00019131014170028772
0,-0.002798969925327257,-0.004694717586809185,-0.0037544475069646046,-0.0023319647122394325,-0.0018278817484592912,-0.0007199407984951286,-0.00010069522218558339
0,-0.010670733396888335,-0.005035080123936499,-0.004876525074890504,-0.0030759298803633875,-0.0022116035756827943,-0.0010728425308188189,-0.00029696341852277863
1,-0.015721453422216015,-0.007997072886316124,-0.00636991385271871,-0.003956169319492501,-0.0028386328713467307,-0.0012525870690014386,-0.0005371729420696611
1,-0.005516305257918525,-0.0041344776328491335,-0.004528814252082767,-0.0030948509973187438,-0.0022640063893968406,-0.0007949889962982754,-0.0004091428096674866
0,0.012483597625249983,0.0007066184010412186,-0.0016050240589985483,-0.00147993160836099,-0.0011259808776325317,-0.00020305249295310914,-9.09592501341383e-05
0,0.01419505635352202,-0.0010979489102784404,-0.0020696611016149578,-0.001888842153070842,-0.0012799774881633137,-0.000411647148419344,-0.00023211249888809826
0,0.008528499757384537,0.0014355285376522803,-0.0016498127277947002,-0.001992259928919069,-0.001193448553770654,-0.0005295426910513883,-0.00024654271991460594
0,-0.004680347276508204,0.0038139838161513457,-0.0006681592962097344,-0.0019288579311822166,-0.0011907518584755787,-0.00041441771437879135,-0.00030618710490501396
1,-0.0025308376652970195,0.005778221269191738,-0.0012480523784911574,-0.0022850145134695314,-0.0016010568058659204,-0.0005244721760441247,-0.0003968806748241799
1,-0.00011195387853943687,0.004206840741483608,-1.5997712534630273e-05,-0.0017282136243505243,-0.001343343189864511,-0.0006140027385412377,-0.00033712359451818364
1,-0.00016038168088066288,-0.002419238515749466,-0.0008614384927093324,-0.001936423096807861,-0.0013870313901917905,-0.0004321392087028285,-0.00032349835999519216
1,0.0024533361911033237,-4.80642305539689e-05,-0.0005728482542075243,-0.0016005967485631521,-0.001305500776424025,-0.0007985906243480223,-0.00030338984807028706
1,0.00012798067847213712,7.991908066350534e-06,0.0007217946406956141,-0.0015119795512255811,-0.0012764326028450602,-0.0008036161393760444,-0.00030230446286309755
1,0.0037224340152426857,0.0017801306518445135,0.002817425402488239,-0.0007802219057232,-0.0010123835960041598,-0.0006817933647527433,-0.00018924918403303548
0,0.006473128782823339,0.004487053628632191,0.005210419015050864,-0.00013402116531448973,-0.0007917515008342944,-0.00048007152569961073,-1.5695294228224116e-05
0,0.006268486537805024,0.0031994369758787332,0.0037435174241409776,0.0006777062982756911,-0.0006011018522938594,-0.000384869284319438,-3.910160251896277e-05
0,0.0025546816876147265,0.003152822302446848,0.0003439096059065111,0.0004817296960463689,-0.0008306851382195148,-0.00043702363517748676,-6.937608725825323e-05
0,-0.0011473594761659798,0.0026517441448545565,0.0013014575950244486,0.0007053409010058896,-0.0007462565267009873,-0.0005084093272171248,-0.00012270007240855664
0,-0.0032804320277604582,0.0014631822390159812,0.0007356221543949815,8.574719022244158e-05,-0.0009441961842022767,-0.0006167187185532213,-0.00016398788587006723
0,-0.001212504764207939,0.0006664421161274922,0.0012268454461017988,0.0003413232832026564,-0.00075985697916703,-0.0004893605477726735,-0.00026986182574891763
0,-0.001703338805046777,-0.001422417627727741,0.0015131706079184466,0.0008734152545550163,-0.0009022751458049943,-0.000568825072912916,-0.00024646521346277146
0,-0.0006974874803317046,-0.0019855276636419183,0.0005878969442473491,0.0016338580457754676,-0.0007878903851469387,-0.0006128077254524683,-0.00030586724274353727
0,-0.0010589018812023573,-0.0011337774373414683,0.0009987986361813062,0.00266533033070149,-0.0007304011887626745,-0.0006644742780694115,-0.00027773912489075463
0,-0.0014743076081677453,-0.0015850563385679094,0.0005207344115481375,0.0015006865897292262,-0.0006341765251720952,-0.0007008956086924546,-0.00027638020278862135
0,-0.0008895619053798969,-0.000792594005417827,0.00033181498838464344,-0.00036288577736241984,-0.000528253796549208,-0.0007062013282545196,-0.0003347030427144557
0,-0.003757626115606951,-0.002402295562360647,-0.0008727296959310074,-5.526453468723563e-05,-0.0002640837442406858,-0.0008369129390009782,-0.00043304093507366123
0,-0.006576206297433996,-0.004010713926335089,-0.002699451046465639,-0.000774802093889829,-0.0007074941834558642,-0.0010044105800036003,-0.0004901344796795606
0,-0.00603656029897695,-0.0034550062610561754,-0.0026996869308208975,-0.0005677173278503565,-0.00046702796474203643,-0.0009535389979440888,-0.0005718649501204167
1,-0.00588508537110738,-0.004788184817632591,-0.0029446949197508717,-0.0005616906244104091,-0.000908282687769461,-0.0011327155713673036,-0.0005860436996898391
1,-0.00048731054329139643,-0.003526951438367298,-0.002539232638267988,-0.0008302517356205731,-0.0007271962458251484,-0.001033751607145803,-0.0004838810462956155
1,-0.001038167282150761,-0.0035279633514651632,-0.00215188995063038,-0.0006979528279181691,-0.00029194457320665666,-0.0010519085584790812,-0.0005730717338826237
0,0.004211560623415039,-0.000873940464567758,-0.001631819623564807,-0.0003028249477012831,0.0005872706779616747,-0.0008316485978296653,-0.0005320724404337227
1,-0.00024402420098529852,-0.00036548899878940987,-0.002183703847110149,-0.0008851048340384464,0.0008617215839829844,-0.0010251473118955193,-0.0005694051442701613
0,0.0027825106987467364,0.000867838640943478,-0.0013025789738704873,-0.0008354379214163583,0.0005445110736605901,-0.0008782393061160989,-0.00035714657921710817
0,-0.0004513637704389448,0.0018772470076644221,-0.0014824347218472195,-0.001315541764281954,-0.000681498037868205,-0.0008922291513686131,-0.0003597667437475053
0,0.006007036026088319,0.002879307119301677,-0.00035428768869057766,-0.0009229171004124176,5.6061347094176864e-05,-0.0006130344294681181,-0.00025620586645486106
1,-0.0010812015983850181,0.0008461418676583469,-0.001349866214401125,-0.0013676290134797971,-0.0004077916867415887,-0.0007933199442743997,-0.0004846401608044113
1,-0.0012590782889427016,-0.0008543685762051607,-0.0008619145185752569,-0.001331915031977811,-0.0003415932865869969,-0.0007600712799185941,-0.00038731165893336945
1,-0.005564877348818896,0.00017093671056203532,-9.74635705752863e-05,-0.001262601775074197,-0.0002501780247237783,-0.000919609176857418,-0.0004304165640101699
1,-0.0014247154698692373,-0.001250647927162228,-0.00019466072490159677,-0.0013987029747531518,-0.0005375054119476247,-0.0009295934873862405,-0.0005819030337783685
1,0.0007129480164967693,-0.00027441162227603995,0.0007998722775038329,-0.0009773148622758416,-0.00025511367829924,-0.0008157647740474903,-0.00037092580610690896
0,0.004878762721965348,-0.0003837818876693642,0.0012444475380518798,-0.00044557640003005367,-1.1214510407463398e-05,-0.0006581380351350819,-0.0005359528036438082
1,0.002146248202841694,0.00035617967696107686,0.0006020649079209692,-0.0009298903412792416,-0.0003390093596403344,-0.000801230142252979,-0.0006432985449413442
1,0.002085747275532018,0.0014015781900888998,0.0002700124138537502,-0.00045141851440563157,-0.00041573601064652185,-0.0007077465385636396,-0.0005874386589797179
0,0.002211865482785041,0.0035615008526703146,0.0018680451553374328,1.672567859674061e-05,-0.0004290827320280139,-0.0006053212129751753,-0.00045895545310609083
0,0.004184229106923554,0.0031787092461841426,0.0009521043211215825,0.0002525624248944644,-0.0005415072877879942,-0.000566422054535127,-0.00043291376169619553
1,0.0018639094027078004,0.0019806598050577137,0.0008514935431799883,0.0008284181774819638,-0.0004834328706098652,-0.0006510352969005537,-0.0004482679485120487
0,-0.0006050553126486993,0.0008013976336263357,0.00020788518728866512,0.0008467555392779322,-0.0003753654967958712,-0.0005566092274701951,-0.00046024459734964344
0,7.978013989195965e-05,0.002132505350982992,0.0012466211791731271,0.001167973572497163,-0.00020765931238186968,-0.0005729866813365978,-0.00047780423546221496
0,0.002380846224785417,0.0021290343362437773,0.0017742582874412276,0.001266410106555857,-0.00012801637106475344,-0.00044247756312087386,-0.00036765956564067107
0,0.0014834553533196633,0.0004378536615215771,0.0020043555056625073,0.0012326062611879994,-5.865632963352644e-05,-0.0004796718754936732,-0.0003981015213335076
0,0.0004306902086550374,0.00025528671506114346,0.0017194324273474215,0.0005948365441282337,-9.53092850802407e-05,-0.00044047343607364045,-0.00043914012000430193
0,-0.0036807979275672556,-0.0006631209721659889,0.0006548291652794825,0.0007374497152141462,-0.0003900313834182023,-0.0005559430952988873,-0.0005678099967472507
0,-0.0030014277497628847,-0.0007656649243160926,1.6025548479628716e-05,0.0003509868837237295,-0.00021177685828687508,-0.00042096213304798163,-0.000534887355824009
0,-0.001975410964074479,-0.0007736365629501659,0.000674485041685791,0.00036319612590799034,-0.00020387344006692897,-0.00036444816452710496,-0.0005358791849752344
0,-0.0029839269242336315,-0.0033158875778423465,-0.0006146055363243365,-0.0006068599271795633,-0.00031269496109816077,-0.00028715068782744334,-0.0006569396438553032
1,-0.00639390910037761,-0.004668882140765245,-0.0021216471010434743,-0.00045412477757115073,-0.00019329840316542818,-0.0004483449308719835,-0.0007301568351661332
1,-0.005608974358974359,-0.0037755726173555235,-0.0017630345117400682,-0.0002965197827312854,-0.00016059256345176765,-0.00031268524582597827,-0.0006861608943393603
1,-0.0031889423386649352,-0.0030721612750930273,-0.0018615294799153366,-0.0002488178745727771,-4.08096643279252e-05,-0.00047399017537465206,-0.0007678224208425807
0,0.003921174317788943,-0.00127397483952635,-0.0010168935683739614,0.00034388640417263287,0.00024563531477620555,-0.00024345984170568146,-0.0006123678178669002
1,-0.0005052942135289443,-0.0030528830128205187,-0.00190617432212196,-0.00047778472103638346,-0.00010739630309473278,-0.00019920013163263027,-0.0007348117182101445
0,0.0037590962389995423,0.00026709563843981086,-0.0015270529470300632,-0.00041352141937047837,-8.543685762051607e-05,0.00025016429175111354,-0.0005814902822364207
0,0.0008074153099578398,0.002369043838139186,-0.0011831015107127635,0.0001429738754134227,0.0003516316749275152,0.0006112217585137067,-0.000573430468281093
0,0.0021711836801882323,0.0008312991035044825,-0.0014815526473215916,-0.00046517065025553994,-0.0001678275900577173,0.00018697098208265343,-0.0006384875450385165
0,-0.00037171070707070687,0.0016915968214829998,-0.0007058728015491054,-0.0007953192989160954,-7.748119451170295e-05,-0.0003786975669594829,-0.0006192638794744522
0,-0.002899676231390652,-0.0010496423251911246,-0.001157796928620351,-0.0009094397464047468,-0.0005325021264772046,-0.00023866818148962626,-0.0005796614857252367
