class,sl3,sl6,sl12,sl20,sl30,sl60,sl90
1,0.016808578912901127,0.010141104497354508,0.005129059121994268,0.000408551225644249,-0.0003699095994601093,-0.00019511090573012962,-0.00013007393715341975
0,0.022178326745718027,0.01038933727034119,0.004732381418624883,0.0010081947069943277,0.0005440489642184538,-4.107516943931164e-05,-2.7383446292874424e-05
1,0.0008369951872776925,0.008789277081960017,0.0042214912280701825,0.0001885606536769343,-0.0002691511387163577,-0.00026699527623742016,-0.00017799685082494677
0,0.002078096296045521,0.009495732372844358,0.00556289380920907,0.0014012707006369435,-0.00016440609316108637,-9.24224686794012e-05,-6.16149791196008e-05
0,0.0008235329942228267,0.011528326745718057,0.007377598926894703,0.00188618925831202,-0.0001227767471182675,0.0,0.0
0,-0.00250469630557297,-0.0008369951872776739,0.004839786381842452,0.0002855329949238574,-0.0007000226044869693,-0.00039022386527007676,-0.0002601492435133845
0,-0.0053696616296774816,-0.001662520677731456,0.004188712522045865,0.0009627727856225954,-0.0004962799526708005,-0.00035941671801191174,-0.0002396111453412745
0,-0.008215239268843712,-0.0037060014182004344,0.003226159230096237,0.0012629533678756495,-0.0007412002836400868,-0.0004107619634421856,-0.0002738413089614571
0,-0.003995793901156667,-0.0032352327280317315,0.002691716106350254,0.0018199867637326297,-0.0012694532389770708,-0.0005853357979051142,-0.00039022386527007616
0,-0.004617968094038636,-0.004956619472735607,0.002128356254092996,0.001109660574412532,-0.0005855290673358414,-0.0005853357979051142,-0.00039022386527007616
0,-0.0010528532322594379,-0.004621072088724595,0.0032938076416337268,0.0019078947368421056,-0.0002723653886444601,-0.00046210720887245954,-0.00030807147258163966
0,0.0023414218816517544,-0.0008412197686645644,-0.0008369951872776739,0.0021150033046926594,-0.00021003990758243992,-0.0004723762579585139,-0.00031491750530567594
0,-0.0006385696040868318,-0.0026238455079764904,-0.002130096500617422,0.002414486921529177,-0.0005866331447726783,-0.0006161429451632775,-0.00041076196344218497
1,-0.005492184199408529,-0.0032638450200042166,-0.00344863577628356,0.00180240320427236,-0.0003821656050955408,-0.0007291024851098797,-0.00048606832340658643
0,0.0006341154090044629,0.001489995742869312,-0.0008870799415570857,0.002248677248677254,0.0003410059676044334,-0.00044156911070034884,-0.0002943794071335659
0,0.0019193857965451025,0.0006385696040868508,-0.0021685203739273203,0.0015748031496063005,-8.460236886632645e-05,-0.0005237215033887861,-0.0003491476689258573
1,0.004510309278350534,-0.0005280946345585017,-0.0025672622715136578,0.0018457481872116033,0.0003209242618741985,-0.0005134524543027316,-0.00034230163620182103
1,0.0008438818565400663,0.0007398013105051816,-5.257623554153411e-05,0.0018664047151277026,0.0008635578583765119,-0.0004004929143561312,-0.0002669952762374208
0,0.007845631891433402,0.00490509703561526,0.001102015113350121,0.0029973649538866933,0.002161923670858152,-0.0001437666872047654,-9.584445813651027e-05
0,0.009747849120576357,0.007195027920962191,0.0018951410823331157,0.0008160734463276807,0.001892952567449953,-4.107516943931164e-05,-2.7383446292874424e-05
1,0.0033670033670033703,0.0021097046413502034,0.001809280544912728,-0.00012469138873495136,0.0017543859649122825,-0.00023618812897925696,-0.00015745875265283797
1,0.007872363787031314,0.007951643341815105,0.004310339506172846,0.0008647250855636224,0.002952189909671735,0.0002464561511604035,0.00016430410077360237
1,0.02820666904220703,0.019389690612417892,0.009400079214195193,0.004978080776455856,0.005924433266264254,0.0013657825015403581,0.0009105216676935722
1,0.030208354166666673,0.01694024621212122,0.008877621010357222,0.004058246843757551,0.005496219403649309,0.0012528250154035735,0.0008352166769357157
0,0.01882212217094442,0.013569504868448297,0.009436980166346757,0.00360443622920517,0.005026455026455026,0.00120147874306839,0.00080098582871226
1,-0.00512524706483945,0.011323861767107585,0.009503871348797254,0.0045425899053627775,0.0044838167104111985,0.0010885202300266992,0.0007256801533511328
0,0.0001909837521881232,0.015208322916666664,0.008755268987341767,0.004974807934508813,0.005031858932102834,0.0012630920106798105,0.0008420613404532069
1,0.0003831417624521672,0.009613449278290791,0.009011874469889743,0.005022109917877453,0.004693298406461476,0.0012220168412405024,0.0008146778941603348
0,0.005205282135804023,0.0,0.009694845306208946,0.006066408045977014,0.005226172595520425,0.0013657825015403581,0.0009105216676935722
0,-0.0009545437736470219,-0.0003820534642567277,0.008259680134680135,0.005587484035759898,0.0030968821929273915,0.0012117477921544462,0.0008078318614362975
0,-0.008610811327975513,-0.004118783524904188,0.0045576911124922395,0.003770592522179981,0.0019326640524108055,0.0007706535616925746,0.0005066057369754234
0,-0.0130979126669275,-0.004048582761793957,0.003500102728015066,0.003487637920101455,0.0014000410912060263,0.0009834703912952488,0.000438146778941602
0,-0.013019337545471946,-0.006968299368172924,0.0038020833333333357,0.003518873960332692,0.0015863076601962008,0.0006521739130434771,0.00034230163620182103
1,-0.0051070519607377225,-0.006792967853042497,0.0012143291569112948,0.0038337596649484543,0.0011771995772738282,0.0005034936603058139,0.00032860888615047535
0,-0.00019758939749515547,-0.006643869019202875,-0.0033219345096014373,0.003354433544303796,0.0012939022386527009,0.0005831798291479544,0.0004313007462175669
0,-0.00059770870691373,-0.006796850469079072,-0.0035816616858646596,0.0031170515267175563,0.0017875941114616207,0.0005250154092022618,0.00032176422263298414
0,-0.001196868214454536,-0.003142791385354067,-0.003591954022988506,0.0029243483788938276,0.0016162888329135133,0.0005479724639388465,0.0002875333744095284
0,-0.0043495845581504,-0.0022722978301344793,-0.0031328415384899856,0.0025252493686868677,0.0017056201305537997,0.0004632468315886256,0.0002806866570822202
0,0.0017964070780594535,0.0005977385933452853,-0.0031977760518008412,0.002175267246737105,0.002405280970625798,0.0005221129900422012,0.00038337851714931174
0,0.0014013813813814379,9.974068021589512e-05,-0.0033486461921163426,0.0016368065696845933,0.0022562771392081763,0.0008155572982015913,0.00033545491887451283
0,-0.0014022236419605405,-0.0028667554646052526,-0.0046981731984533,0.001781250000000001,0.0016687790452049025,0.0006913890634820868,0.0002327651126172382
